t,lower,upper
1.202000E2,,
1.203000E2,,
1.204000E2,,
1.205000E2,,
1.206000E2,,
1.207000E2,,
1.208000E2,,
1.209000E2,,
1.210000E2,-3.277097E-2,-1.099149E-1
1.211000E2,,
1.212000E2,,
1.213000E2,,
1.214000E2,,
1.215000E2,,
1.216000E2,,
1.217000E2,,
1.218000E2,,
1.219000E2,,
1.220000E2,-3.278747E-2,-1.097582E-1
1.221000E2,,
1.222000E2,,
1.223000E2,,
1.224000E2,,
1.225000E2,,
1.226000E2,,
1.227000E2,,
1.228000E2,,
1.229000E2,,
1.230000E2,-3.279850E-2,-1.095775E-1
1.231000E2,,
1.232000E2,,
1.233000E2,,
1.234000E2,,
1.235000E2,,
1.236000E2,,
1.237000E2,,
1.238000E2,,
1.239000E2,,
1.240000E2,-3.284849E-2,-1.094262E-1
1.241000E2,,
1.242000E2,,
1.243000E2,,
1.244000E2,,
1.245000E2,,
1.246000E2,,
1.247000E2,,
1.248000E2,,
1.249000E2,,
1.250000E2,-3.298031E-2,-1.092692E-1
1.251000E2,,
1.252000E2,,
1.253000E2,,
1.254000E2,,
1.255000E2,,
1.256000E2,,
1.257000E2,,
1.258000E2,,
1.259000E2,,
1.260000E2,-3.310221E-2,-1.091745E-1
1.261000E2,,
1.262000E2,,
1.263000E2,,
1.264000E2,,
1.265000E2,,
1.266000E2,,
1.267000E2,,
1.268000E2,,
1.269000E2,,
1.270000E2,-3.321756E-2,-1.089799E-1
1.271000E2,,
1.272000E2,,
1.273000E2,,
1.274000E2,,
1.275000E2,,
1.276000E2,,
1.277000E2,,
1.278000E2,,
1.279000E2,,
1.280000E2,-3.322541E-2,-1.088237E-1
1.281000E2,,
1.282000E2,,
1.283000E2,,
1.284000E2,,
1.285000E2,,
1.286000E2,,
1.287000E2,,
1.288000E2,,
1.289000E2,,
1.290000E2,-3.364065E-2,-1.088007E-1
1.291000E2,,
1.292000E2,,
1.293000E2,,
1.294000E2,,
1.295000E2,,
1.296000E2,,
1.297000E2,,
1.298000E2,,
1.299000E2,,
1.300000E2,-3.319267E-2,-1.085873E-1
1.301000E2,,
1.302000E2,,
1.303000E2,,
1.304000E2,,
1.305000E2,,
1.306000E2,,
1.307000E2,,
1.308000E2,,
1.309000E2,,
1.310000E2,-3.327232E-2,-1.083838E-1
1.311000E2,,
1.312000E2,,
1.313000E2,,
1.314000E2,,
