t,lower,upper
442.800,-362.1,-342.0
442.900,-362.2,-342.1
443.000,-362.2,-342.1
443.100,-362.0,-342.4
443.200,-362.1,-342.3
443.300,-362.0,-342.2
443.400,-362.1,-342.3
443.500,-362.1,-342.3
443.600,-362.1,-342.1
443.700,-362.0,-342.3
443.800,-362.0,-342.5
443.900,-362.3,-342.3
444.000,-362.1,-342.3
444.100,-362.1,-342.1
444.200,-362.1,-342.2
444.300,-362.0,-341.8
444.400,-362.0,-341.8
444.500,,-341.7
444.600,,-341.8
444.700,,-342.2
444.800,,-341.7
444.900,,-341.7
445.000,,-341.6
445.100,,-341.6
445.200,,-341.8
445.300,,-341.7
445.400,,-341.6
445.500,,-342.1
445.600,,-342.1
445.700,,-342.3
445.800,,-342.3
